method,repeat,image_index,path,decode_ms,preprocess_ms,h2d_ms,model_score_ms,stage_sum_ms,score
global,1,76,data\raw\mvtec_anomaly_detection\bottle\test\contamination\014.png,14.956000028178096,4.053999902680516,0.546199968084693,12.400000006891787,31.956199905835092,6.655354022979736
global,1,77,data\raw\mvtec_anomaly_detection\bottle\test\contamination\015.png,14.861100004054606,4.189700004644692,0.534699996933341,9.258100064471364,28.843600070104003,11.904014587402344
global,1,78,data\raw\mvtec_anomaly_detection\bottle\test\contamination\016.png,14.667199924588203,4.21809998806566,0.47179998364299536,8.591599995270371,27.94869989156723,9.378033638000488
global,1,79,data\raw\mvtec_anomaly_detection\bottle\test\contamination\017.png,14.806399936787784,4.267400014214218,0.6003999151289463,8.607499999925494,28.281699866056442,12.31865406036377
global,1,80,data\raw\mvtec_anomaly_detection\bottle\test\contamination\018.png,14.745600055903196,3.9712999714538455,0.5665000062435865,8.490200038067997,27.773600071668625,6.62711238861084
global,1,81,data\raw\mvtec_anomaly_detection\bottle\test\contamination\019.png,14.566500089131296,3.9565000915899873,0.5833999020978808,8.521299925632775,27.62770000845194,4.945805072784424
global,1,82,data\raw\mvtec_anomaly_detection\bottle\test\contamination\020.png,16.66970003861934,4.644299973733723,0.46060001477599144,8.607700001448393,30.382300028577447,12.403043746948242
global,2,0,data\raw\mvtec_anomaly_detection\bottle\test\good\000.png,17.820400069467723,4.781299969181418,0.6155000301077962,8.732599904760718,31.949799973517656,4.017112731933594
global,2,1,data\raw\mvtec_anomaly_detection\bottle\test\good\001.png,17.123900004662573,4.574600025080144,0.39059994742274284,11.567599955014884,33.656699932180345,3.364304780960083
global,2,2,data\raw\mvtec_anomaly_detection\bottle\test\good\002.png,16.924800002016127,4.530999925918877,0.5477000959217548,11.049599968828261,33.05309999268502,4.05500602722168
global,2,3,data\raw\mvtec_anomaly_detection\bottle\test\good\003.png,17.173900036141276,4.655500059016049,0.5323999794200063,13.990000006742775,36.35180008132011,4.034145355224609
global,2,4,data\raw\mvtec_anomaly_detection\bottle\test\good\004.png,17.035200027748942,4.543700022622943,0.4042000509798527,11.572599993087351,33.55570009443909,3.6270010471343994
global,2,5,data\raw\mvtec_anomaly_detection\bottle\test\good\005.png,16.114800004288554,3.91170009970665,0.5326999817043543,11.738800094462931,32.29800018016249,3.418855667114258
global,2,6,data\raw\mvtec_anomaly_detection\bottle\test\good\006.png,14.836799935437739,4.052900010719895,0.40659995283931494,9.944199933670461,29.24049983266741,7.6024603843688965
global,2,7,data\raw\mvtec_anomaly_detection\bottle\test\good\007.png,22.34420005697757,4.066399997100234,0.37400005385279655,9.939800016582012,36.72440012451261,3.72442626953125
global,2,8,data\raw\mvtec_anomaly_detection\bottle\test\good\008.png,16.054899897426367,4.555799998342991,0.4301000153645873,11.921399971470237,32.96219988260418,4.842831134796143
global,2,9,data\raw\mvtec_anomaly_detection\bottle\test\good\009.png,14.702199958264828,4.071700037457049,0.5376999033614993,10.929599986411631,30.241199885495007,3.3345985412597656
global,2,10,data\raw\mvtec_anomaly_detection\bottle\test\good\010.png,14.45000001695007,3.913199994713068,0.3879999276250601,13.613600051030517,32.364799990318716,4.065393924713135
global,2,11,data\raw\mvtec_anomaly_detection\bottle\test\good\011.png,17.099399934522808,4.518200061284006,0.39790000300854445,11.952199973165989,33.96769997198135,3.515097141265869
global,2,12,data\raw\mvtec_anomaly_detection\bottle\test\good\012.png,17.226999974809587,4.519600071944296,0.5450999597087502,13.017200049944222,35.308900056406856,3.549840211868286
global,2,13,data\raw\mvtec_anomaly_detection\bottle\test\good\013.png,14.886099961586297,6.015300052240491,0.5291000707075,11.41440006904304,32.84490015357733,3.006922483444214
global,2,14,data\raw\mvtec_anomaly_detection\bottle\test\good\014.png,17.3378000035882,4.458600073121488,0.3934000851586461,12.122699990868568,34.3125001527369,3.5685219764709473
global,2,15,data\raw\mvtec_anomaly_detection\bottle\test\good\015.png,17.645400017499924,4.567999974824488,0.5405999254435301,11.782399960793555,34.5363998785615,4.474905490875244
global,2,16,data\raw\mvtec_anomaly_detection\bottle\test\good\016.png,15.428300015628338,4.5921000419184566,0.5237000295892358,11.727300006896257,32.27140009403229,3.876322031021118
global,2,17,data\raw\mvtec_anomaly_detection\bottle\test\good\017.png,16.331000020727515,4.019100102595985,0.38380001205950975,10.054800077341497,30.788700212724507,3.6931345462799072
global,2,18,data\raw\mvtec_anomaly_detection\bottle\test\good\018.png,28.850100003182888,4.520699963904917,0.4021999193355441,11.90340006724,45.67639995366335,4.722543239593506
global,2,19,data\raw\mvtec_anomaly_detection\bottle\test\good\019.png,16.656800056807697,4.62689995765686,0.3771999618038535,10.55060001090169,32.2114999871701,4.36047887802124
global,2,20,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\000.png,16.94819994736463,4.656999954022467,0.3906999481841922,10.28519996907562,32.28109981864691,10.83604907989502
global,2,21,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\001.png,17.267000046558678,4.48909995611757,0.4311999073252082,12.40400003734976,34.59129994735122,10.990410804748535
global,2,22,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\002.png,14.369899989105761,4.05649992171675,0.5142999580129981,10.579300113022327,29.519999981857836,13.593603134155273
global,2,23,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\003.png,14.421599917113781,3.877999959513545,0.37729996256530285,11.634800001047552,30.31169984024018,14.632071495056152
global,2,24,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\004.png,14.69610002823174,3.9111999794840813,0.3627999685704708,10.066600050777197,29.03670002706349,7.8201904296875
global,2,25,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\005.png,14.50639998074621,3.855000017210841,0.3648001002147794,8.89389996882528,27.62010006699711,5.357263565063477
global,2,26,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\006.png,14.556600013747811,3.7002000026404858,0.5534999072551727,8.863499970175326,27.673799893818796,11.094615936279297
global,2,27,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\007.png,14.766599982976913,3.866499988362193,0.5661000031977892,8.792200009338558,27.991399983875453,12.122003555297852
global,2,28,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\008.png,14.54500004183501,4.2403999250382185,0.5581999430432916,9.274000069126487,28.617599979043007,12.101670265197754
global,2,29,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\009.png,14.889399986714125,4.190299892798066,0.5664000054821372,8.804699988104403,28.45079987309873,6.9920148849487305
global,2,30,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\010.png,14.41289996728301,3.77960002515465,0.5664000054821372,8.73849994968623,27.497399947606027,9.243768692016602
global,2,31,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\011.png,14.972600038163364,3.9223000640049577,0.561599968932569,9.133000043220818,28.58950011432171,7.065303325653076
global,2,32,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\012.png,14.621299924328923,3.8435000460594893,0.5676998989656568,12.834499939344823,31.866999808698893,8.313076972961426
global,2,33,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\013.png,14.338700100779533,3.9112999802455306,0.5338999908417463,10.743499966338277,29.527400038205087,12.109009742736816
global,2,34,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\014.png,15.237999963574111,3.9281999925151467,0.5442999536171556,14.18189995456487,33.89239986427128,7.605071544647217
global,2,35,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\015.png,14.758299919776618,3.989199991337955,0.5230000242590904,12.17290002387017,31.443399959243834,8.567587852478027
global,2,36,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\016.png,14.123899978585541,3.997799940407276,0.46719994861632586,10.459299897775054,29.048199765384197,12.617390632629395
global,2,37,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\017.png,16.947700059972703,4.510800004936755,0.5789999850094318,14.317299937829375,36.354799987748265,11.072625160217285
global,2,38,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\018.png,16.667000018060207,4.475599969737232,0.5286999512463808,11.472500045783818,33.14379998482764,13.511702537536621
global,2,39,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\019.png,16.934299957938492,4.476599977351725,0.6628000410273671,12.728499947115779,34.80219992343336,11.760763168334961
global,2,40,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\000.png,17.28170004207641,4.470699932426214,0.4759998992085457,11.938000097870827,34.166399971581995,4.970335006713867
global,2,41,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\001.png,16.9910000404343,4.472599946893752,0.6079999729990959,12.86769995931536,34.93929991964251,5.71414041519165
global,2,42,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\002.png,17.116000060923398,4.487899946980178,0.48449996393173933,12.142200022935867,34.23059999477118,7.03446626663208
global,2,43,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\003.png,17.229500110261142,4.496000008657575,0.4486000398173928,12.176199932582676,34.350300091318786,10.017213821411133
global,2,44,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\004.png,14.627099968492985,3.919099923223257,0.35820004995912313,10.402799933217466,29.30719987489283,9.319270133972168
global,2,45,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\005.png,14.978599967435002,3.9422999834641814,0.4189999308437109,13.997399946674705,33.3372998284176,8.747061729431152
global,2,46,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\006.png,15.869199996814132,3.7945000221952796,0.5412000464275479,11.916500050574541,32.1214001160115,8.606796264648438
global,2,47,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\007.png,15.449399943463504,4.627599962987006,0.5175999831408262,10.300199966877699,30.894799856469035,4.218527793884277
global,2,48,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\008.png,18.25209998060018,4.198299953714013,0.3608999541029334,10.064400034025311,32.875699922442436,8.423806190490723
global,2,49,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\009.png,14.560500043444335,4.478399991057813,0.5275000585243106,11.730300029739738,31.296700122766197,5.443727970123291
global,2,50,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\010.png,16.928300028666854,4.129100008867681,0.4018000327050686,10.194699978455901,31.653900048695505,7.249807357788086
global,2,51,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\011.png,15.061700018122792,3.8739999290555716,0.5851000314578414,11.64839998818934,31.169199966825545,5.453526496887207
global,2,52,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\012.png,14.454300049692392,3.92469996586442,0.45739999040961266,10.074199992232025,28.91059999819845,10.358549118041992
global,2,53,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\013.png,17.21600000746548,4.543699906207621,0.5632999818772078,12.123299995437264,34.446299890987575,5.407528877258301
global,2,54,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\014.png,17.273099976591766,4.5201999600976706,0.5778999766334891,13.937899959273636,36.30909987259656,5.1480865478515625
global,2,55,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\015.png,14.64870001655072,4.041500040329993,0.38980005774647,11.621900019235909,30.70190013386309,6.72030782699585
global,2,56,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\016.png,14.90189996547997,3.9373000618070364,0.44490001164376736,11.061100056394935,30.34520009532571,5.688438415527344
global,2,57,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\017.png,14.719499973580241,3.9671999402344227,0.5660000024363399,8.740999968722463,27.993699884973466,6.591012001037598
global,2,58,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\018.png,14.614099985919893,3.939600079320371,0.5591000663116574,8.701800019480288,27.81460015103221,7.8438873291015625
global,2,59,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\019.png,14.981099986471236,3.9814000483602285,0.5579000571742654,8.688800036907196,28.209200128912926,7.604406356811523
global,2,60,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\020.png,15.093900030478835,3.8590000476688147,0.5668000085279346,8.735800045542419,28.255500132218003,5.945611000061035
global,2,61,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\021.png,15.261500026099384,4.7064999816939235,0.559799955226481,8.91189998947084,29.439699952490628,5.120784759521484
global,2,62,data\raw\mvtec_anomaly_detection\bottle\test\contamination\000.png,16.205399995669723,3.940699971280992,0.5483999848365784,8.830099948681891,29.524599900469184,11.47176456451416
global,2,63,data\raw\mvtec_anomaly_detection\bottle\test\contamination\001.png,14.88869998138398,4.150900058448315,0.5712000420317054,9.557500015944242,29.168300097808242,7.6522979736328125
global,2,64,data\raw\mvtec_anomaly_detection\bottle\test\contamination\002.png,14.586600009351969,4.032000084407628,0.37620007060468197,10.927399969659746,29.922200134024024,7.044689178466797
global,2,65,data\raw\mvtec_anomaly_detection\bottle\test\contamination\003.png,14.370599994435906,3.8934999611228704,0.5572999361902475,11.941299890168011,30.762699781917036,4.6928019523620605
global,2,66,data\raw\mvtec_anomaly_detection\bottle\test\contamination\004.png,14.621900045312941,4.006600007414818,0.36880001425743103,10.150699992664158,29.14800005964935,5.177973747253418
global,2,67,data\raw\mvtec_anomaly_detection\bottle\test\contamination\005.png,17.119399970397353,4.4015999883413315,0.46490004751831293,12.048000004142523,34.03390001039952,13.80826187133789
global,2,68,data\raw\mvtec_anomaly_detection\bottle\test\contamination\006.png,17.172700027003884,4.529199912212789,0.6054999539628625,12.949900003150105,35.25729989632964,13.871114730834961
global,2,69,data\raw\mvtec_anomaly_detection\bottle\test\contamination\007.png,15.538900042884052,3.8854999002069235,0.3779999678954482,12.566499994136393,32.36889990512282,12.646900177001953
global,2,70,data\raw\mvtec_anomaly_detection\bottle\test\contamination\008.png,16.94500003941357,4.648100002668798,0.41880004573613405,12.347899959422648,34.35980004724115,13.780007362365723
global,2,71,data\raw\mvtec_anomaly_detection\bottle\test\contamination\009.png,17.218500026501715,4.533399944193661,0.5668000085279346,12.27509998716414,34.59379996638745,10.758852005004883
global,2,72,data\raw\mvtec_anomaly_detection\bottle\test\contamination\010.png,15.494100051000714,4.093499970622361,0.5230999086052179,10.390099952928722,30.500799883157015,14.978758811950684
global,2,73,data\raw\mvtec_anomaly_detection\bottle\test\contamination\011.png,14.929700060747564,3.827400039881468,0.5625999765470624,13.38490005582571,32.704600133001804,11.607462882995605
global,2,74,data\raw\mvtec_anomaly_detection\bottle\test\contamination\012.png,17.4191000405699,4.40029997844249,0.5764999659731984,13.105199905112386,35.501099890097976,14.590176582336426
global,2,75,data\raw\mvtec_anomaly_detection\bottle\test\contamination\013.png,17.148299957625568,4.392900038510561,0.5019999807700515,12.274899985641241,34.31809996254742,11.32228946685791
global,2,76,data\raw\mvtec_anomaly_detection\bottle\test\contamination\014.png,17.139600007794797,4.386300104670227,0.5026999861001968,12.048200005665421,34.07680010423064,6.655354022979736
global,2,77,data\raw\mvtec_anomaly_detection\bottle\test\contamination\015.png,17.212300095707178,4.511700011789799,0.42969989590346813,12.880600057542324,35.03430006094277,11.904014587402344
global,2,78,data\raw\mvtec_anomaly_detection\bottle\test\contamination\016.png,16.82090002577752,4.486299934796989,0.49020000733435154,12.161500053480268,33.95890002138913,9.378033638000488
global,2,79,data\raw\mvtec_anomaly_detection\bottle\test\contamination\017.png,17.12859992403537,4.385500098578632,0.4105999832972884,13.077600044198334,35.002300050109625,12.31865406036377
global,2,80,data\raw\mvtec_anomaly_detection\bottle\test\contamination\018.png,17.086299951188266,4.4929999858140945,0.471399980597198,10.168700013309717,32.219399930909276,6.62711238861084
global,2,81,data\raw\mvtec_anomaly_detection\bottle\test\contamination\019.png,15.856800018809736,4.064099979586899,0.5474999779835343,10.362999979406595,30.831399955786765,4.945805072784424
global,2,82,data\raw\mvtec_anomaly_detection\bottle\test\contamination\020.png,16.085100010968745,4.511400009505451,0.48719998449087143,11.148000019602478,32.231700024567544,12.403043746948242
global,3,0,data\raw\mvtec_anomaly_detection\bottle\test\good\000.png,15.763300005346537,3.885100013576448,0.5639001028612256,11.963299941271544,32.175600063055754,4.017112731933594
global,3,1,data\raw\mvtec_anomaly_detection\bottle\test\good\001.png,14.393899939022958,3.797600045800209,0.5229000234976411,11.060399934649467,29.774799942970276,3.364304780960083
global,3,2,data\raw\mvtec_anomaly_detection\bottle\test\good\002.png,16.96170005016029,4.529700032435358,0.5519000114873052,12.01589999254793,34.05920008663088,4.05500602722168
global,3,3,data\raw\mvtec_anomaly_detection\bottle\test\good\003.png,16.811600071378052,4.539099987596273,0.5451000761240721,12.927299947477877,34.823100082576275,4.034145355224609
global,3,4,data\raw\mvtec_anomaly_detection\bottle\test\good\004.png,16.92910003475845,4.5325999381020665,0.4344999324530363,12.185600004158914,34.081799909472466,3.6270010471343994
global,3,5,data\raw\mvtec_anomaly_detection\bottle\test\good\005.png,14.795499970205128,4.027199931442738,0.5868000444024801,8.67909996304661,28.088599909096956,3.418855667114258
global,3,6,data\raw\mvtec_anomaly_detection\bottle\test\good\006.png,14.726099907420576,3.732500015757978,0.5456999642774463,9.00079996790737,28.00509985536337,7.6024603843688965
global,3,7,data\raw\mvtec_anomaly_detection\bottle\test\good\007.png,14.578599948436022,3.8861000211909413,0.537899904884398,8.642799919471145,27.645399793982506,3.72442626953125
global,3,8,data\raw\mvtec_anomaly_detection\bottle\test\good\008.png,14.563600067049265,3.895699977874756,0.5182999884709716,8.628600044175982,27.606200077570975,4.842831134796143
global,3,9,data\raw\mvtec_anomaly_detection\bottle\test\good\009.png,14.55970003735274,3.8662999868392944,0.5382000235840678,8.649199968203902,27.613400015980005,3.3345985412597656
global,3,10,data\raw\mvtec_anomaly_detection\bottle\test\good\010.png,14.851200045086443,4.066199995577335,0.604500062763691,8.818999980576336,28.340900084003806,4.065393924713135
global,3,11,data\raw\mvtec_anomaly_detection\bottle\test\good\011.png,15.318699995987117,4.082600004039705,0.5713999271392822,8.757400093600154,28.73010002076626,3.515097141265869
global,3,12,data\raw\mvtec_anomaly_detection\bottle\test\good\012.png,15.249200048856437,4.876499995589256,0.48479996621608734,11.244199937209487,31.854699947871268,3.549840211868286
global,3,13,data\raw\mvtec_anomaly_detection\bottle\test\good\013.png,14.883400057442486,4.435499897226691,0.37699996028095484,10.407400084659457,30.10329999960959,3.006922483444214
global,3,14,data\raw\mvtec_anomaly_detection\bottle\test\good\014.png,17.375299939885736,4.5504000736400485,0.6444000173360109,10.566299897618592,33.13639992848039,3.5685219764709473
global,3,15,data\raw\mvtec_anomaly_detection\bottle\test\good\015.png,14.80120001360774,4.298000014387071,0.35340001340955496,11.995199951343238,31.447799992747605,4.474905490875244
global,3,16,data\raw\mvtec_anomaly_detection\bottle\test\good\016.png,16.238100011833012,4.563499940559268,0.5226000212132931,10.800299933180213,32.124499906785786,3.876322031021118
global,3,17,data\raw\mvtec_anomaly_detection\bottle\test\good\017.png,17.38510001450777,4.695700015872717,0.3651999868452549,10.459400014951825,32.90540003217757,3.6931345462799072
global,3,18,data\raw\mvtec_anomaly_detection\bottle\test\good\018.png,17.005999921821058,4.432099987752736,0.45599997974932194,11.965099954977632,33.85919984430075,4.722543239593506
global,3,19,data\raw\mvtec_anomaly_detection\bottle\test\good\019.png,17.138199997134507,4.435499897226691,0.5846000276505947,14.373500016517937,36.53179993852973,4.36047887802124
global,3,20,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\000.png,23.011300014331937,4.5041999546810985,0.4555999767035246,12.547399965114892,40.51849991083145,10.83604907989502
global,3,21,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\001.png,14.770400011911988,4.0210000006482005,0.5336999893188477,11.84849999845028,31.173600000329316,10.990410804748535
global,3,22,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\002.png,14.699700055643916,3.990899887867272,0.4062999505549669,10.258399997837842,29.355299891903996,13.593603134155273
global,3,23,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\003.png,14.208000036887825,3.8868000265210867,0.5196999991312623,10.41430002078414,29.028800083324313,14.632071495056152
global,3,24,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\004.png,14.954700018279254,3.7990000564604998,0.5431000608950853,12.072499957866967,31.369300093501806,7.8201904296875
global,3,25,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\005.png,14.831300009973347,4.077399964444339,0.41290000081062317,10.529999970458448,29.851599945686758,5.357263565063477
global,3,26,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\006.png,17.501799971796572,4.523999989032745,0.4140000091865659,13.198400032706559,35.63820000272244,11.094615936279297
global,3,27,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\007.png,16.785799991339445,4.501800052821636,0.4295000107958913,12.464099912904203,34.181199967861176,12.122003555297852
global,3,28,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\008.png,14.59059992339462,3.854900016449392,0.5283000646159053,11.665800004266202,30.63960000872612,12.101670265197754
global,3,29,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\009.png,14.282100019045174,3.790499991737306,0.4634999204427004,13.116399990394711,31.652499921619892,6.9920148849487305
global,3,30,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\010.png,14.767899992875755,3.8417999166995287,0.5329999839887023,12.044299975968897,31.186999869532883,9.243768692016602
global,3,31,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\011.png,14.495800016447902,3.9706999668851495,0.5039999959990382,10.295000043697655,29.265500023029745,7.065303325653076
global,3,32,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\012.png,14.452700037509203,3.883900004439056,0.5126000614836812,10.458100005052984,29.307300108484924,8.313076972961426
global,3,33,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\013.png,14.7450000513345,4.021200002171099,0.3864000318571925,11.963999946601689,31.11660003196448,12.109009742736816
global,3,34,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\014.png,14.920099987648427,4.1828000685200095,0.3869000356644392,10.411600000225008,29.901400092057884,7.605071544647217
global,3,35,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\015.png,14.767599990591407,4.008299903944135,0.41580002289265394,13.732000021263957,32.92369993869215,8.567587852478027
global,3,36,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\016.png,16.345400013960898,4.628599970601499,0.5766999674960971,11.323899962008,32.87459991406649,12.617390632629395
global,3,37,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\017.png,14.873499982059002,3.7040000315755606,0.38490002043545246,8.897299994714558,27.859700028784573,11.072625160217285
global,3,38,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\018.png,14.515800052322447,3.91289999242872,0.41990005411207676,8.94890003837645,27.797500137239695,13.511702537536621
global,3,39,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\019.png,14.679500018246472,3.8216999964788556,0.5628000944852829,8.875899948179722,27.939900057390332,11.760763168334961
global,3,40,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\000.png,14.62939998600632,3.8279000436887145,0.5431999452412128,8.890400058589876,27.890900033526123,4.970335006713867
global,3,41,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\001.png,14.809300075285137,3.7420999724417925,0.5344999954104424,8.888000040315092,27.973900083452463,5.71414041519165
global,3,42,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\002.png,15.057899989187717,4.079199978150427,0.5794999888166785,8.981300052255392,28.697900008410215,7.03446626663208
global,3,43,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\003.png,14.624300063587725,3.8698000134900212,0.539699918590486,9.636000031605363,28.669800027273595,10.017213821411133
global,3,44,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\004.png,14.427700079977512,3.857900039292872,0.37589995190501213,11.219399981200695,29.88090005237609,9.319270133972168
global,3,45,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\005.png,14.80689994059503,3.8800000911578536,0.6052000680938363,13.530299998819828,32.82240009866655,8.747061729431152
global,3,46,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\006.png,15.431200037710369,4.672099952585995,0.5721000488847494,12.22759997472167,32.90300001390278,8.606796264648438
global,3,47,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\007.png,14.699999941512942,4.1186000453308225,0.5389000289142132,11.763800051994622,31.1213000677526,4.218527793884277
global,3,48,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\008.png,17.32159999664873,4.6181000070646405,0.5157000850886106,10.718400008045137,33.17380009684712,8.423806190490723
global,3,49,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\009.png,17.0885999687016,4.565300070680678,0.390400062315166,10.627800016663969,32.67210011836141,5.443727970123291
global,3,50,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\010.png,17.18389999587089,4.533300059847534,0.4616000223904848,13.373999972827733,35.55280005093664,7.249807357788086
global,3,51,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\011.png,16.062800073996186,3.84159991517663,0.5773999728262424,12.229999992996454,32.71179995499551,5.453526496887207
global,3,52,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\012.png,17.08849996794015,4.138599964790046,0.4062999505549669,13.596199918538332,35.2295998018235,10.358549118041992
global,3,53,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\013.png,17.14070001617074,4.4769999803975224,0.6066999631002545,13.254199991934001,35.47859995160252,5.407528877258301
global,3,54,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\014.png,17.152199987322092,4.510900005698204,0.5092999199405313,10.386600042693317,32.558999955654144,5.1480865478515625
global,3,55,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\015.png,16.985900001600385,4.54570003785193,0.5568000487983227,14.623899944126606,36.71230003237724,6.72030782699585
global,3,56,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\016.png,15.34210005775094,3.8469000719487667,0.41310000233352184,12.540200026705861,32.14230015873909,5.688438415527344
global,3,57,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\017.png,14.630999998189509,3.907499951310456,0.5182999884709716,10.517800110392272,29.57460004836321,6.591012001037598
global,3,58,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\018.png,17.27690000552684,5.0091000739485025,0.5187999922782183,10.488800005987287,33.29360007774085,7.8438873291015625
global,3,59,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\019.png,14.755000011064112,4.53359994571656,0.5128999473527074,11.295400094240904,31.096899998374283,7.604406356811523
global,3,60,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\020.png,16.796299954876304,4.302800050936639,0.36429997999221087,10.506400023587048,31.969800009392202,5.945611000061035
global,3,61,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\021.png,15.000300016254187,3.861999954096973,0.3997000167146325,12.134399963542819,31.39639995060861,5.120784759521484
global,3,62,data\raw\mvtec_anomaly_detection\bottle\test\contamination\000.png,14.821200049482286,3.8864000234752893,0.38460001815110445,11.093100067228079,30.18530015833676,11.47176456451416
global,3,63,data\raw\mvtec_anomaly_detection\bottle\test\contamination\001.png,14.75830003619194,3.858199925161898,0.3712000325322151,11.358899995684624,30.346599989570677,7.6522979736328125
global,3,64,data\raw\mvtec_anomaly_detection\bottle\test\contamination\002.png,17.75590004399419,4.543600021861494,0.5267999367788434,11.586599983274937,34.41289998590946,7.044689178466797
global,3,65,data\raw\mvtec_anomaly_detection\bottle\test\contamination\003.png,16.838899930007756,4.668200039304793,0.5643999902531505,10.55200002156198,32.62349998112768,4.6928019523620605
global,3,66,data\raw\mvtec_anomaly_detection\bottle\test\contamination\004.png,15.946700004860759,3.863000078126788,0.579700106754899,13.500700006261468,33.890100196003914,5.177973747253418
global,3,67,data\raw\mvtec_anomaly_detection\bottle\test\contamination\005.png,15.061100013554096,3.9825999410822988,0.5636999849230051,12.186900014057755,31.794299953617156,13.80826187133789
global,3,68,data\raw\mvtec_anomaly_detection\bottle\test\contamination\006.png,14.77020001038909,3.9031999185681343,0.5450000753626227,9.04959999024868,28.267999994568527,13.871114730834961
