repeat,image_index,path,pair_order,method,order_position,latency_ms,score
1,23,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\003.png,global_then_patch,patch_layer3,2,30.00710008200258,4.895201683044434
1,24,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\004.png,patch_then_global,patch_layer3,1,27.31299994047731,5.267384052276611
1,24,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\004.png,patch_then_global,global,2,33.15189993008971,7.8201904296875
1,25,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\005.png,global_then_patch,global,1,32.38360001705587,5.357264041900635
1,25,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\005.png,global_then_patch,patch_layer3,2,25.51449998281896,4.60845422744751
1,26,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\006.png,patch_then_global,patch_layer3,1,24.140900000929832,5.1306610107421875
1,26,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\006.png,patch_then_global,global,2,31.680800020694733,11.094615936279297
1,27,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\007.png,global_then_patch,global,1,30.044800019823015,12.122001647949219
1,27,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\007.png,global_then_patch,patch_layer3,2,26.160100009292364,3.9215714931488037
1,28,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\008.png,patch_then_global,patch_layer3,1,25.917400023899972,5.351531505584717
1,28,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\008.png,patch_then_global,global,2,30.25559999514371,12.101668357849121
1,29,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\009.png,global_then_patch,global,1,28.21910008788109,6.9920148849487305
1,29,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\009.png,global_then_patch,patch_layer3,2,23.382100043818355,4.5694146156311035
1,30,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\010.png,patch_then_global,patch_layer3,1,23.693100083619356,4.809571743011475
1,30,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\010.png,patch_then_global,global,2,27.81430003233254,9.243770599365234
1,31,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\011.png,global_then_patch,global,1,27.76820003055036,7.065303325653076
1,31,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\011.png,global_then_patch,patch_layer3,2,23.868200019933283,4.734049320220947
1,32,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\012.png,patch_then_global,patch_layer3,1,23.857200052589178,4.992427825927734
1,32,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\012.png,patch_then_global,global,2,40.808700025081635,8.313075065612793
1,33,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\013.png,global_then_patch,global,1,32.27500000502914,12.109010696411133
1,33,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\013.png,global_then_patch,patch_layer3,2,26.75329998601228,4.03297233581543
1,34,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\014.png,patch_then_global,patch_layer3,1,26.127199991606176,5.050408363342285
1,34,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\014.png,patch_then_global,global,2,32.24229998886585,7.605070114135742
1,35,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\015.png,global_then_patch,global,1,30.31960001681,8.56758975982666
1,35,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\015.png,global_then_patch,patch_layer3,2,26.476999977603555,5.04150390625
1,36,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\016.png,patch_then_global,patch_layer3,1,29.383000102825463,4.210008144378662
1,36,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\016.png,patch_then_global,global,2,33.3325999090448,12.617391586303711
1,37,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\017.png,global_then_patch,global,1,34.63839995674789,11.072623252868652
1,37,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\017.png,global_then_patch,patch_layer3,2,27.223299955949187,4.592291355133057
1,38,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\018.png,patch_then_global,patch_layer3,1,25.993899907916784,4.579996585845947
1,38,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\018.png,patch_then_global,global,2,29.584300005808473,13.511702537536621
1,39,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\019.png,global_then_patch,global,1,33.05620001628995,11.760765075683594
1,39,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\019.png,global_then_patch,patch_layer3,2,27.869899990037084,4.464105606079102
1,40,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\000.png,patch_then_global,patch_layer3,1,26.276699965819716,3.866772174835205
1,40,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\000.png,patch_then_global,global,2,31.965500093065202,4.970335483551025
1,41,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\001.png,global_then_patch,global,1,30.912599992007017,5.714139938354492
1,41,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\001.png,global_then_patch,patch_layer3,2,28.30470004118979,5.003524303436279
1,42,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\002.png,patch_then_global,patch_layer3,1,29.10769998561591,4.251943588256836
1,42,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\002.png,patch_then_global,global,2,34.71649996936321,7.034466743469238
1,43,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\003.png,global_then_patch,global,1,35.47120001167059,10.017216682434082
1,43,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\003.png,global_then_patch,patch_layer3,2,29.349399963393807,4.884119510650635
1,44,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\004.png,patch_then_global,patch_layer3,1,26.91640006378293,5.898159503936768
1,44,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\004.png,patch_then_global,global,2,32.85979991778731,9.319269180297852
1,45,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\005.png,global_then_patch,global,1,34.708800027146935,8.74705982208252
1,45,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\005.png,global_then_patch,patch_layer3,2,25.506399921141565,4.653104305267334
1,46,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\006.png,patch_then_global,patch_layer3,1,23.762700031511486,4.667858123779297
1,46,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\006.png,patch_then_global,global,2,27.870100107975304,8.606796264648438
1,47,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\007.png,global_then_patch,global,1,31.42780007328838,4.218528747558594
1,47,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\007.png,global_then_patch,patch_layer3,2,25.39610001258552,3.787731170654297
1,48,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\008.png,patch_then_global,patch_layer3,1,24.177500046789646,3.8025622367858887
1,48,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\008.png,patch_then_global,global,2,27.971800067462027,8.423806190490723
1,49,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\009.png,global_then_patch,global,1,30.973199987784028,5.443728446960449
1,49,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\009.png,global_then_patch,patch_layer3,2,26.946399942971766,4.7039313316345215
1,50,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\010.png,patch_then_global,patch_layer3,1,26.145600015297532,4.85495138168335
1,50,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\010.png,patch_then_global,global,2,34.81129999272525,7.249805927276611
1,51,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\011.png,global_then_patch,global,1,35.488400026224554,5.453526020050049
1,51,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\011.png,global_then_patch,patch_layer3,2,29.320000088773668,4.319806098937988
1,52,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\012.png,patch_then_global,patch_layer3,1,26.89269999973476,4.648650169372559
1,52,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\012.png,patch_then_global,global,2,32.94960001949221,10.35854721069336
1,53,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\013.png,global_then_patch,global,1,31.21439996175468,5.407527923583984
1,53,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\013.png,global_then_patch,patch_layer3,2,24.888900108635426,4.230384349822998
1,54,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\014.png,patch_then_global,patch_layer3,1,25.836000102572143,4.00904655456543
1,54,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\014.png,patch_then_global,global,2,31.810299959033728,5.148087024688721
1,55,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\015.png,global_then_patch,global,1,30.158999958075583,6.720308780670166
1,55,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\015.png,global_then_patch,patch_layer3,2,26.1428999947384,3.8369622230529785
1,56,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\016.png,patch_then_global,patch_layer3,1,27.90009998716414,5.2383341789245605
1,56,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\016.png,patch_then_global,global,2,32.71370008587837,5.688437461853027
1,57,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\017.png,global_then_patch,global,1,30.565000022761524,6.591011047363281
1,57,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\017.png,global_then_patch,patch_layer3,2,26.90729999449104,5.041371822357178
1,58,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\018.png,patch_then_global,patch_layer3,1,25.856100022792816,5.599959850311279
1,58,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\018.png,patch_then_global,global,2,34.680599928833544,7.843886852264404
1,59,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\019.png,global_then_patch,global,1,33.77600002568215,7.604405403137207
1,59,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\019.png,global_then_patch,patch_layer3,2,28.77979993354529,5.2333831787109375
1,60,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\020.png,patch_then_global,patch_layer3,1,27.020900044590235,4.951473236083984
1,60,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\020.png,patch_then_global,global,2,33.13440002966672,5.945611000061035
1,61,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\021.png,global_then_patch,global,1,34.5272000413388,5.120784759521484
1,61,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\021.png,global_then_patch,patch_layer3,2,28.059500036761165,4.783029556274414
1,62,data\raw\mvtec_anomaly_detection\bottle\test\contamination\000.png,patch_then_global,patch_layer3,1,27.204200043343008,3.85286808013916
1,62,data\raw\mvtec_anomaly_detection\bottle\test\contamination\000.png,patch_then_global,global,2,29.632800025865436,11.471765518188477
1,63,data\raw\mvtec_anomaly_detection\bottle\test\contamination\001.png,global_then_patch,global,1,27.866599964909256,7.652298927307129
1,63,data\raw\mvtec_anomaly_detection\bottle\test\contamination\001.png,global_then_patch,patch_layer3,2,26.963999960571527,3.246551513671875
1,64,data\raw\mvtec_anomaly_detection\bottle\test\contamination\002.png,patch_then_global,patch_layer3,1,27.00090000871569,3.703580856323242
1,64,data\raw\mvtec_anomaly_detection\bottle\test\contamination\002.png,patch_then_global,global,2,29.56689998973161,7.044688701629639
1,65,data\raw\mvtec_anomaly_detection\bottle\test\contamination\003.png,global_then_patch,global,1,27.994300005957484,4.69280481338501
1,65,data\raw\mvtec_anomaly_detection\bottle\test\contamination\003.png,global_then_patch,patch_layer3,2,23.968999972566962,3.0024991035461426
1,66,data\raw\mvtec_anomaly_detection\bottle\test\contamination\004.png,patch_then_global,patch_layer3,1,26.430300087668,3.210782527923584
1,66,data\raw\mvtec_anomaly_detection\bottle\test\contamination\004.png,patch_then_global,global,2,32.969700056128204,5.177974224090576
1,67,data\raw\mvtec_anomaly_detection\bottle\test\contamination\005.png,global_then_patch,global,1,34.030399983748794,13.80826187133789
1,67,data\raw\mvtec_anomaly_detection\bottle\test\contamination\005.png,global_then_patch,patch_layer3,2,27.09740004502237,4.765796184539795
1,68,data\raw\mvtec_anomaly_detection\bottle\test\contamination\006.png,patch_then_global,patch_layer3,1,27.118699974380434,3.7494707107543945
1,68,data\raw\mvtec_anomaly_detection\bottle\test\contamination\006.png,patch_then_global,global,2,32.693900051526725,13.871113777160645
1,69,data\raw\mvtec_anomaly_detection\bottle\test\contamination\007.png,global_then_patch,global,1,33.59699994325638,12.646900177001953
1,69,data\raw\mvtec_anomaly_detection\bottle\test\contamination\007.png,global_then_patch,patch_layer3,2,30.293900053948164,5.8186140060424805
1,70,data\raw\mvtec_anomaly_detection\bottle\test\contamination\008.png,patch_then_global,patch_layer3,1,31.1020000372082,4.308222770690918
1,70,data\raw\mvtec_anomaly_detection\bottle\test\contamination\008.png,patch_then_global,global,2,36.933999974280596,13.780010223388672
1,71,data\raw\mvtec_anomaly_detection\bottle\test\contamination\009.png,global_then_patch,global,1,34.076500101946294,10.758851051330566
1,71,data\raw\mvtec_anomaly_detection\bottle\test\contamination\009.png,global_then_patch,patch_layer3,2,26.40670002438128,4.494120121002197
1,72,data\raw\mvtec_anomaly_detection\bottle\test\contamination\010.png,patch_then_global,patch_layer3,1,26.125900098122656,4.349096775054932
1,72,data\raw\mvtec_anomaly_detection\bottle\test\contamination\010.png,patch_then_global,global,2,32.46650006622076,14.978759765625
1,73,data\raw\mvtec_anomaly_detection\bottle\test\contamination\011.png,global_then_patch,global,1,31.45889996085316,11.607462882995605
1,73,data\raw\mvtec_anomaly_detection\bottle\test\contamination\011.png,global_then_patch,patch_layer3,2,27.510900050401688,4.035783290863037
1,74,data\raw\mvtec_anomaly_detection\bottle\test\contamination\012.png,patch_then_global,patch_layer3,1,27.397500001825392,3.4791982173919678
1,74,data\raw\mvtec_anomaly_detection\bottle\test\contamination\012.png,patch_then_global,global,2,33.01329992245883,14.590178489685059
1,75,data\raw\mvtec_anomaly_detection\bottle\test\contamination\013.png,global_then_patch,global,1,32.60719997342676,11.32228946685791
1,75,data\raw\mvtec_anomaly_detection\bottle\test\contamination\013.png,global_then_patch,patch_layer3,2,26.808899943716824,4.929323196411133
1,76,data\raw\mvtec_anomaly_detection\bottle\test\contamination\014.png,patch_then_global,patch_layer3,1,26.36979997623712,2.977785587310791
1,76,data\raw\mvtec_anomaly_detection\bottle\test\contamination\014.png,patch_then_global,global,2,30.752600054256618,6.655355453491211
1,77,data\raw\mvtec_anomaly_detection\bottle\test\contamination\015.png,global_then_patch,global,1,32.65080007258803,11.90401554107666
1,77,data\raw\mvtec_anomaly_detection\bottle\test\contamination\015.png,global_then_patch,patch_layer3,2,26.543600019067526,4.451267242431641
1,78,data\raw\mvtec_anomaly_detection\bottle\test\contamination\016.png,patch_then_global,patch_layer3,1,26.650100015103817,3.4147942066192627
1,78,data\raw\mvtec_anomaly_detection\bottle\test\contamination\016.png,patch_then_global,global,2,30.214500031434,9.378031730651855
1,79,data\raw\mvtec_anomaly_detection\bottle\test\contamination\017.png,global_then_patch,global,1,29.10190005786717,12.318655014038086
1,79,data\raw\mvtec_anomaly_detection\bottle\test\contamination\017.png,global_then_patch,patch_layer3,2,23.858800064772367,5.81524133682251
1,80,data\raw\mvtec_anomaly_detection\bottle\test\contamination\018.png,patch_then_global,patch_layer3,1,23.651900002732873,4.973021984100342
1,80,data\raw\mvtec_anomaly_detection\bottle\test\contamination\018.png,patch_then_global,global,2,27.9799000127241,6.627110958099365
1,81,data\raw\mvtec_anomaly_detection\bottle\test\contamination\019.png,global_then_patch,global,1,28.01300003193319,4.945805072784424
1,81,data\raw\mvtec_anomaly_detection\bottle\test\contamination\019.png,global_then_patch,patch_layer3,2,23.63469998817891,3.1189873218536377
1,82,data\raw\mvtec_anomaly_detection\bottle\test\contamination\020.png,patch_then_global,patch_layer3,1,23.912399890832603,3.1803042888641357
1,82,data\raw\mvtec_anomaly_detection\bottle\test\contamination\020.png,patch_then_global,global,2,29.026599950157106,12.403044700622559
2,0,data\raw\mvtec_anomaly_detection\bottle\test\good\000.png,global_then_patch,global,1,35.335499909706414,4.017111778259277
2,0,data\raw\mvtec_anomaly_detection\bottle\test\good\000.png,global_then_patch,patch_layer3,2,27.360999956727028,2.6770708560943604
2,1,data\raw\mvtec_anomaly_detection\bottle\test\good\001.png,patch_then_global,patch_layer3,1,26.130700018256903,2.681241273880005
2,1,data\raw\mvtec_anomaly_detection\bottle\test\good\001.png,patch_then_global,global,2,32.45060006156564,3.3643033504486084
2,2,data\raw\mvtec_anomaly_detection\bottle\test\good\002.png,global_then_patch,global,1,31.57930006273091,4.055006504058838
2,2,data\raw\mvtec_anomaly_detection\bottle\test\good\002.png,global_then_patch,patch_layer3,2,26.152599952183664,2.7068002223968506
2,3,data\raw\mvtec_anomaly_detection\bottle\test\good\003.png,patch_then_global,patch_layer3,1,27.40670007187873,2.7398006916046143
2,3,data\raw\mvtec_anomaly_detection\bottle\test\good\003.png,patch_then_global,global,2,32.74619998410344,4.034146308898926
2,4,data\raw\mvtec_anomaly_detection\bottle\test\good\004.png,global_then_patch,global,1,33.10180001426488,3.626999616622925
2,4,data\raw\mvtec_anomaly_detection\bottle\test\good\004.png,global_then_patch,patch_layer3,2,27.277300017885864,2.6961357593536377
2,5,data\raw\mvtec_anomaly_detection\bottle\test\good\005.png,patch_then_global,patch_layer3,1,29.896200052462518,2.7214548587799072
2,5,data\raw\mvtec_anomaly_detection\bottle\test\good\005.png,patch_then_global,global,2,32.918899902142584,3.4188554286956787
2,6,data\raw\mvtec_anomaly_detection\bottle\test\good\006.png,global_then_patch,global,1,32.3983000125736,7.6024603843688965
2,6,data\raw\mvtec_anomaly_detection\bottle\test\good\006.png,global_then_patch,patch_layer3,2,26.82719996664673,2.781585693359375
2,7,data\raw\mvtec_anomaly_detection\bottle\test\good\007.png,patch_then_global,patch_layer3,1,26.832700008526444,2.7815933227539062
2,7,data\raw\mvtec_anomaly_detection\bottle\test\good\007.png,patch_then_global,global,2,30.448200064711273,3.7244253158569336
2,8,data\raw\mvtec_anomaly_detection\bottle\test\good\008.png,global_then_patch,global,1,32.48689998872578,4.842831134796143
2,8,data\raw\mvtec_anomaly_detection\bottle\test\good\008.png,global_then_patch,patch_layer3,2,26.593800052069128,2.761549234390259
2,9,data\raw\mvtec_anomaly_detection\bottle\test\good\009.png,patch_then_global,patch_layer3,1,27.047300012782216,2.7066855430603027
2,9,data\raw\mvtec_anomaly_detection\bottle\test\good\009.png,patch_then_global,global,2,35.261199926026165,3.3345985412597656
2,10,data\raw\mvtec_anomaly_detection\bottle\test\good\010.png,global_then_patch,global,1,33.40299997944385,4.065393924713135
2,10,data\raw\mvtec_anomaly_detection\bottle\test\good\010.png,global_then_patch,patch_layer3,2,26.461099972948432,2.860560178756714
2,11,data\raw\mvtec_anomaly_detection\bottle\test\good\011.png,patch_then_global,patch_layer3,1,23.976300028152764,2.6874184608459473
2,11,data\raw\mvtec_anomaly_detection\bottle\test\good\011.png,patch_then_global,global,2,33.75970001798123,3.5150983333587646
2,12,data\raw\mvtec_anomaly_detection\bottle\test\good\012.png,global_then_patch,global,1,34.199299989268184,3.5498414039611816
2,12,data\raw\mvtec_anomaly_detection\bottle\test\good\012.png,global_then_patch,patch_layer3,2,27.27479999884963,2.7570858001708984
2,13,data\raw\mvtec_anomaly_detection\bottle\test\good\013.png,patch_then_global,patch_layer3,1,24.91429995279759,2.7480809688568115
2,13,data\raw\mvtec_anomaly_detection\bottle\test\good\013.png,patch_then_global,global,2,28.232800075784326,3.0069215297698975
2,14,data\raw\mvtec_anomaly_detection\bottle\test\good\014.png,global_then_patch,global,1,28.568000067025423,3.568523645401001
2,14,data\raw\mvtec_anomaly_detection\bottle\test\good\014.png,global_then_patch,patch_layer3,2,24.576099938713014,2.782339096069336
2,15,data\raw\mvtec_anomaly_detection\bottle\test\good\015.png,patch_then_global,patch_layer3,1,24.37680005095899,2.729416608810425
2,15,data\raw\mvtec_anomaly_detection\bottle\test\good\015.png,patch_then_global,global,2,28.607900021597743,4.474905967712402
2,16,data\raw\mvtec_anomaly_detection\bottle\test\good\016.png,global_then_patch,global,1,28.812200063839555,3.8763203620910645
2,16,data\raw\mvtec_anomaly_detection\bottle\test\good\016.png,global_then_patch,patch_layer3,2,26.709400000981987,2.753270387649536
2,17,data\raw\mvtec_anomaly_detection\bottle\test\good\017.png,patch_then_global,patch_layer3,1,28.765899944119155,2.791172742843628
2,17,data\raw\mvtec_anomaly_detection\bottle\test\good\017.png,patch_then_global,global,2,32.679200056008995,3.6931324005126953
2,18,data\raw\mvtec_anomaly_detection\bottle\test\good\018.png,global_then_patch,global,1,31.382399960421026,4.722544193267822
2,18,data\raw\mvtec_anomaly_detection\bottle\test\good\018.png,global_then_patch,patch_layer3,2,26.887199957855046,2.7120490074157715
2,19,data\raw\mvtec_anomaly_detection\bottle\test\good\019.png,patch_then_global,patch_layer3,1,25.527499965392053,2.826977014541626
2,19,data\raw\mvtec_anomaly_detection\bottle\test\good\019.png,patch_then_global,global,2,31.66039998177439,4.360477447509766
2,20,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\000.png,global_then_patch,global,1,31.5654999576509,10.836048126220703
2,20,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\000.png,global_then_patch,patch_layer3,2,27.947800001129508,4.441296100616455
2,21,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\001.png,patch_then_global,patch_layer3,1,28.940799995325506,4.98638391494751
2,21,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\001.png,patch_then_global,global,2,35.619799979031086,10.990410804748535
2,22,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\002.png,global_then_patch,global,1,35.6991000007838,13.59360408782959
2,22,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\002.png,global_then_patch,patch_layer3,2,29.469699948094785,4.023044586181641
2,23,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\003.png,patch_then_global,patch_layer3,1,27.071600081399083,4.895201683044434
2,23,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\003.png,patch_then_global,global,2,33.111800090409815,14.632072448730469
2,24,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\004.png,global_then_patch,global,1,33.4341999841854,7.8201904296875
2,24,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\004.png,global_then_patch,patch_layer3,2,28.604299994185567,5.267384052276611
2,25,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\005.png,patch_then_global,patch_layer3,1,27.411599992774427,4.60845422744751
2,25,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\005.png,patch_then_global,global,2,32.17759996186942,5.357264041900635
2,26,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\006.png,global_then_patch,global,1,32.862599939107895,11.094615936279297
2,26,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\006.png,global_then_patch,patch_layer3,2,26.290200068615377,5.1306610107421875
2,27,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\007.png,patch_then_global,patch_layer3,1,24.257499957457185,3.9215714931488037
2,27,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\007.png,patch_then_global,global,2,32.08969999104738,12.122001647949219
2,28,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\008.png,global_then_patch,global,1,39.152099983766675,12.101668357849121
2,28,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\008.png,global_then_patch,patch_layer3,2,30.041299993172288,5.351531505584717
2,29,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\009.png,patch_then_global,patch_layer3,1,28.87670008931309,4.5694146156311035
2,29,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\009.png,patch_then_global,global,2,31.32079995702952,6.9920148849487305
2,30,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\010.png,global_then_patch,global,1,31.28260001540184,9.243770599365234
2,30,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\010.png,global_then_patch,patch_layer3,2,26.891399989835918,4.809571743011475
2,31,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\011.png,patch_then_global,patch_layer3,1,27.326100040227175,4.734049320220947
2,31,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\011.png,patch_then_global,global,2,31.303100055083632,7.065303325653076
2,32,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\012.png,global_then_patch,global,1,31.482200021855533,8.313075065612793
2,32,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\012.png,global_then_patch,patch_layer3,2,27.670100098475814,4.992427825927734
2,33,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\013.png,patch_then_global,patch_layer3,1,29.004700016230345,4.03297233581543
2,33,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\013.png,patch_then_global,global,2,31.926400028169155,12.109010696411133
2,34,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\014.png,global_then_patch,global,1,32.033300027251244,7.605070114135742
2,34,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\014.png,global_then_patch,patch_layer3,2,27.62119995895773,5.050408363342285
2,35,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\015.png,patch_then_global,patch_layer3,1,27.19499997328967,5.04150390625
2,35,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\015.png,patch_then_global,global,2,32.11090003605932,8.56758975982666
2,36,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\016.png,global_then_patch,global,1,35.74840002693236,12.617391586303711
2,36,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\016.png,global_then_patch,patch_layer3,2,27.752599911764264,4.210008144378662
2,37,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\017.png,patch_then_global,patch_layer3,1,26.544899912551045,4.592291355133057
2,37,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\017.png,patch_then_global,global,2,33.74510002322495,11.072623252868652
2,38,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\018.png,global_then_patch,global,1,35.06949997972697,13.511702537536621
2,38,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\018.png,global_then_patch,patch_layer3,2,27.64059999026358,4.579996585845947
2,39,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\019.png,patch_then_global,patch_layer3,1,26.97580005042255,4.464105606079102
2,39,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\019.png,patch_then_global,global,2,33.302399911917746,11.760765075683594
2,40,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\000.png,global_then_patch,global,1,34.27509998437017,4.970335483551025
2,40,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\000.png,global_then_patch,patch_layer3,2,27.064599911682308,3.866772174835205
2,41,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\001.png,patch_then_global,patch_layer3,1,27.52969996072352,5.003524303436279
2,41,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\001.png,patch_then_global,global,2,33.56279991567135,5.714139938354492
2,42,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\002.png,global_then_patch,global,1,34.856799989938736,7.034466743469238
2,42,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\002.png,global_then_patch,patch_layer3,2,27.44239999447018,4.251943588256836
2,43,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\003.png,patch_then_global,patch_layer3,1,26.52990003116429,4.884119510650635
2,43,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\003.png,patch_then_global,global,2,34.40720005892217,10.017216682434082
2,44,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\004.png,global_then_patch,global,1,32.63649996370077,9.319269180297852
2,44,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\004.png,global_then_patch,patch_layer3,2,27.005399926565588,5.898159503936768
2,45,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\005.png,patch_then_global,patch_layer3,1,26.698300032876432,4.653104305267334
2,45,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\005.png,patch_then_global,global,2,30.207499978132546,8.74705982208252
2,46,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\006.png,global_then_patch,global,1,28.791800024919212,8.606796264648438
