method,measurement_scope,repeat,image_index,path,latency_ms,score
global,model_only,4,49,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\009.png,7.936900015920401,5.443728446960449
global,model_only,4,50,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\010.png,8.186799939721823,7.249806880950928
global,model_only,4,51,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\011.png,7.847600034438074,5.453526020050049
global,model_only,4,52,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\012.png,7.81099998857826,10.358548164367676
global,model_only,4,53,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\013.png,7.925199926830828,5.407528877258301
global,model_only,4,54,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\014.png,7.878700038418174,5.148087501525879
global,model_only,4,55,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\015.png,7.944700075313449,6.720308780670166
global,model_only,4,56,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\016.png,7.7942999778315425,5.688438415527344
global,model_only,4,57,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\017.png,7.913899957202375,6.591012001037598
global,model_only,4,58,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\018.png,7.959999958984554,7.843886852264404
global,model_only,4,59,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\019.png,8.071199990808964,7.604406356811523
global,model_only,4,60,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\020.png,7.845799904316664,5.945611000061035
global,model_only,4,61,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\021.png,7.764699985273182,5.120784282684326
global,model_only,4,62,data\raw\mvtec_anomaly_detection\bottle\test\contamination\000.png,7.934599998407066,11.47176456451416
global,model_only,4,63,data\raw\mvtec_anomaly_detection\bottle\test\contamination\001.png,7.917199982330203,7.652297496795654
global,model_only,4,64,data\raw\mvtec_anomaly_detection\bottle\test\contamination\002.png,7.630400010384619,7.044689178466797
global,model_only,4,65,data\raw\mvtec_anomaly_detection\bottle\test\contamination\003.png,7.912600063718855,4.692803382873535
global,model_only,4,66,data\raw\mvtec_anomaly_detection\bottle\test\contamination\004.png,7.798300008289516,5.177973747253418
global,model_only,4,67,data\raw\mvtec_anomaly_detection\bottle\test\contamination\005.png,7.959499955177307,13.808260917663574
global,model_only,4,68,data\raw\mvtec_anomaly_detection\bottle\test\contamination\006.png,7.89860007353127,13.871113777160645
global,model_only,4,69,data\raw\mvtec_anomaly_detection\bottle\test\contamination\007.png,8.33710003644228,12.646900177001953
global,model_only,4,70,data\raw\mvtec_anomaly_detection\bottle\test\contamination\008.png,7.625899976119399,13.780007362365723
global,model_only,4,71,data\raw\mvtec_anomaly_detection\bottle\test\contamination\009.png,9.065599995665252,10.758851051330566
global,model_only,4,72,data\raw\mvtec_anomaly_detection\bottle\test\contamination\010.png,8.214300032705069,14.978758811950684
global,model_only,4,73,data\raw\mvtec_anomaly_detection\bottle\test\contamination\011.png,7.9595999559387565,11.607461929321289
global,model_only,4,74,data\raw\mvtec_anomaly_detection\bottle\test\contamination\012.png,7.829400012269616,14.590177536010742
global,model_only,4,75,data\raw\mvtec_anomaly_detection\bottle\test\contamination\013.png,7.606300059705973,11.32228946685791
global,model_only,4,76,data\raw\mvtec_anomaly_detection\bottle\test\contamination\014.png,7.827499997802079,6.655354976654053
global,model_only,4,77,data\raw\mvtec_anomaly_detection\bottle\test\contamination\015.png,7.91309995111078,11.904013633728027
global,model_only,4,78,data\raw\mvtec_anomaly_detection\bottle\test\contamination\016.png,7.874200004152954,9.378034591674805
global,model_only,4,79,data\raw\mvtec_anomaly_detection\bottle\test\contamination\017.png,7.89229990914464,12.31865406036377
global,model_only,4,80,data\raw\mvtec_anomaly_detection\bottle\test\contamination\018.png,8.10719991568476,6.62711238861084
global,model_only,4,81,data\raw\mvtec_anomaly_detection\bottle\test\contamination\019.png,7.825299981050193,4.945804595947266
global,model_only,4,82,data\raw\mvtec_anomaly_detection\bottle\test\contamination\020.png,7.84209999255836,12.403044700622559
global,end_to_end,0,0,data\raw\mvtec_anomaly_detection\bottle\test\good\000.png,29.841699986718595,4.017113208770752
global,end_to_end,0,1,data\raw\mvtec_anomaly_detection\bottle\test\good\001.png,29.028199962340295,3.3643040657043457
global,end_to_end,0,2,data\raw\mvtec_anomaly_detection\bottle\test\good\002.png,26.062499964609742,4.0550055503845215
global,end_to_end,0,3,data\raw\mvtec_anomaly_detection\bottle\test\good\003.png,26.35469997767359,4.034144878387451
global,end_to_end,0,4,data\raw\mvtec_anomaly_detection\bottle\test\good\004.png,25.918600033037364,3.6270015239715576
global,end_to_end,0,5,data\raw\mvtec_anomaly_detection\bottle\test\good\005.png,26.908600004389882,3.4188554286956787
global,end_to_end,0,6,data\raw\mvtec_anomaly_detection\bottle\test\good\006.png,26.69720002450049,7.60245943069458
global,end_to_end,0,7,data\raw\mvtec_anomaly_detection\bottle\test\good\007.png,25.808500009588897,3.72442626953125
global,end_to_end,0,8,data\raw\mvtec_anomaly_detection\bottle\test\good\008.png,28.833999997004867,4.842831134796143
global,end_to_end,0,9,data\raw\mvtec_anomaly_detection\bottle\test\good\009.png,26.406100019812584,3.334599494934082
global,end_to_end,0,10,data\raw\mvtec_anomaly_detection\bottle\test\good\010.png,26.422000024467707,4.065394401550293
global,end_to_end,0,11,data\raw\mvtec_anomaly_detection\bottle\test\good\011.png,27.17280003707856,3.5150976181030273
global,end_to_end,0,12,data\raw\mvtec_anomaly_detection\bottle\test\good\012.png,26.397199952043593,3.549840211868286
global,end_to_end,0,13,data\raw\mvtec_anomaly_detection\bottle\test\good\013.png,26.21979999821633,3.0069220066070557
global,end_to_end,0,14,data\raw\mvtec_anomaly_detection\bottle\test\good\014.png,26.711100013926625,3.568521738052368
global,end_to_end,0,15,data\raw\mvtec_anomaly_detection\bottle\test\good\015.png,26.171499979682267,4.474905967712402
global,end_to_end,0,16,data\raw\mvtec_anomaly_detection\bottle\test\good\016.png,26.656900066882372,3.876321792602539
global,end_to_end,0,17,data\raw\mvtec_anomaly_detection\bottle\test\good\017.png,26.952799991704524,3.6931345462799072
global,end_to_end,0,18,data\raw\mvtec_anomaly_detection\bottle\test\good\018.png,26.149800047278404,4.722544193267822
global,end_to_end,0,19,data\raw\mvtec_anomaly_detection\bottle\test\good\019.png,26.263599982485175,4.36047887802124
global,end_to_end,0,20,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\000.png,26.186099974438548,10.836047172546387
global,end_to_end,0,21,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\001.png,28.00819999538362,10.990410804748535
global,end_to_end,0,22,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\002.png,28.53389992378652,13.593603134155273
global,end_to_end,0,23,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\003.png,29.871699982322752,14.632071495056152
global,end_to_end,0,24,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\004.png,28.241800027899444,7.820190906524658
global,end_to_end,0,25,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\005.png,30.489000026136637,5.357264518737793
global,end_to_end,0,26,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\006.png,27.93409989681095,11.094616889953613
global,end_to_end,0,27,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\007.png,26.698300032876432,12.122002601623535
global,end_to_end,0,28,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\008.png,26.469400036148727,12.101669311523438
global,end_to_end,0,29,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\009.png,26.749799959361553,6.992016315460205
global,end_to_end,0,30,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\010.png,26.731399935670197,9.243768692016602
global,end_to_end,0,31,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\011.png,29.305800097063184,7.065302848815918
global,end_to_end,0,32,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\012.png,28.458099928684533,8.313076972961426
global,end_to_end,0,33,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\013.png,26.34270000271499,12.1090087890625
global,end_to_end,0,34,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\014.png,29.402000014670193,7.605071067810059
global,end_to_end,0,35,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\015.png,29.520199983380735,8.56758975982666
global,end_to_end,0,36,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\016.png,27.138000004924834,12.617391586303711
global,end_to_end,0,37,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\017.png,26.568799978122115,11.072625160217285
global,end_to_end,0,38,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\018.png,25.847600074484944,13.511702537536621
global,end_to_end,0,39,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\019.png,26.77839994430542,11.760763168334961
global,end_to_end,0,40,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\000.png,26.60799992736429,4.970334529876709
global,end_to_end,0,41,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\001.png,26.136300060898066,5.714140892028809
global,end_to_end,0,42,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\002.png,27.46450004633516,7.03446626663208
global,end_to_end,0,43,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\003.png,29.491599998436868,10.017215728759766
global,end_to_end,0,44,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\004.png,26.254700031131506,9.319269180297852
global,end_to_end,0,45,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\005.png,26.86849993187934,8.747062683105469
global,end_to_end,0,46,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\006.png,26.260800077579916,8.606796264648438
global,end_to_end,0,47,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\007.png,26.044699945487082,4.218527793884277
global,end_to_end,0,48,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\008.png,26.861999998800457,8.423806190490723
global,end_to_end,0,49,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\009.png,26.28380001988262,5.443728446960449
global,end_to_end,0,50,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\010.png,29.511300032027066,7.249806880950928
global,end_to_end,0,51,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\011.png,26.93699998781085,5.453526020050049
global,end_to_end,0,52,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\012.png,26.631399989128113,10.358548164367676
global,end_to_end,0,53,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\013.png,27.044299989938736,5.407528877258301
global,end_to_end,0,54,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\014.png,27.00240002013743,5.148087501525879
global,end_to_end,0,55,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\015.png,26.976000051945448,6.720308780670166
global,end_to_end,0,56,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\016.png,29.08969996497035,5.688438415527344
global,end_to_end,0,57,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\017.png,27.55050000268966,6.591012001037598
global,end_to_end,0,58,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\018.png,27.310699922963977,7.843886852264404
global,end_to_end,0,59,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\019.png,27.53429999575019,7.604406356811523
global,end_to_end,0,60,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\020.png,27.502499986439943,5.945611000061035
global,end_to_end,0,61,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\021.png,27.276900014840066,5.120784282684326
global,end_to_end,0,62,data\raw\mvtec_anomaly_detection\bottle\test\contamination\000.png,27.71080005913973,11.47176456451416
global,end_to_end,0,63,data\raw\mvtec_anomaly_detection\bottle\test\contamination\001.png,30.07360000628978,7.652297496795654
global,end_to_end,0,64,data\raw\mvtec_anomaly_detection\bottle\test\contamination\002.png,30.434100073762238,7.044689178466797
global,end_to_end,0,65,data\raw\mvtec_anomaly_detection\bottle\test\contamination\003.png,30.319300014525652,4.692803382873535
global,end_to_end,0,66,data\raw\mvtec_anomaly_detection\bottle\test\contamination\004.png,27.73560001514852,5.177973747253418
global,end_to_end,0,67,data\raw\mvtec_anomaly_detection\bottle\test\contamination\005.png,27.43060002103448,13.808260917663574
global,end_to_end,0,68,data\raw\mvtec_anomaly_detection\bottle\test\contamination\006.png,29.664200032129884,13.871113777160645
global,end_to_end,0,69,data\raw\mvtec_anomaly_detection\bottle\test\contamination\007.png,30.81599995493889,12.646900177001953
global,end_to_end,0,70,data\raw\mvtec_anomaly_detection\bottle\test\contamination\008.png,30.58170003350824,13.780007362365723
global,end_to_end,0,71,data\raw\mvtec_anomaly_detection\bottle\test\contamination\009.png,30.313099967315793,10.758851051330566
global,end_to_end,0,72,data\raw\mvtec_anomaly_detection\bottle\test\contamination\010.png,28.303600032813847,14.978758811950684
global,end_to_end,0,73,data\raw\mvtec_anomaly_detection\bottle\test\contamination\011.png,30.17730009742081,11.607461929321289
global,end_to_end,0,74,data\raw\mvtec_anomaly_detection\bottle\test\contamination\012.png,30.587999965064228,14.590177536010742
global,end_to_end,0,75,data\raw\mvtec_anomaly_detection\bottle\test\contamination\013.png,27.757100062444806,11.32228946685791
global,end_to_end,0,76,data\raw\mvtec_anomaly_detection\bottle\test\contamination\014.png,27.654999983496964,6.655354976654053
global,end_to_end,0,77,data\raw\mvtec_anomaly_detection\bottle\test\contamination\015.png,29.352000099606812,11.904013633728027
global,end_to_end,0,78,data\raw\mvtec_anomaly_detection\bottle\test\contamination\016.png,27.736600022763014,9.378034591674805
global,end_to_end,0,79,data\raw\mvtec_anomaly_detection\bottle\test\contamination\017.png,27.72209991235286,12.31865406036377
global,end_to_end,0,80,data\raw\mvtec_anomaly_detection\bottle\test\contamination\018.png,28.342099976725876,6.62711238861084
global,end_to_end,0,81,data\raw\mvtec_anomaly_detection\bottle\test\contamination\019.png,27.72090001963079,4.945804595947266
global,end_to_end,0,82,data\raw\mvtec_anomaly_detection\bottle\test\contamination\020.png,27.21829991787672,12.403044700622559
global,end_to_end,1,0,data\raw\mvtec_anomaly_detection\bottle\test\good\000.png,28.50340004079044,4.017113208770752
global,end_to_end,1,1,data\raw\mvtec_anomaly_detection\bottle\test\good\001.png,27.654999983496964,3.3643040657043457
global,end_to_end,1,2,data\raw\mvtec_anomaly_detection\bottle\test\good\002.png,27.42010005749762,4.0550055503845215
global,end_to_end,1,3,data\raw\mvtec_anomaly_detection\bottle\test\good\003.png,27.674300014041364,4.034144878387451
global,end_to_end,1,4,data\raw\mvtec_anomaly_detection\bottle\test\good\004.png,27.422800078056753,3.6270015239715576
global,end_to_end,1,5,data\raw\mvtec_anomaly_detection\bottle\test\good\005.png,27.534499997273088,3.4188554286956787
global,end_to_end,1,6,data\raw\mvtec_anomaly_detection\bottle\test\good\006.png,27.68529998138547,7.60245943069458
global,end_to_end,1,7,data\raw\mvtec_anomaly_detection\bottle\test\good\007.png,27.7001999784261,3.72442626953125
global,end_to_end,1,8,data\raw\mvtec_anomaly_detection\bottle\test\good\008.png,27.58750005159527,4.842831134796143
global,end_to_end,1,9,data\raw\mvtec_anomaly_detection\bottle\test\good\009.png,27.97099994495511,3.334599494934082
global,end_to_end,1,10,data\raw\mvtec_anomaly_detection\bottle\test\good\010.png,27.159900055266917,4.065394401550293
global,end_to_end,1,11,data\raw\mvtec_anomaly_detection\bottle\test\good\011.png,27.493000030517578,3.5150976181030273
global,end_to_end,1,12,data\raw\mvtec_anomaly_detection\bottle\test\good\012.png,27.540699928067625,3.549840211868286
global,end_to_end,1,13,data\raw\mvtec_anomaly_detection\bottle\test\good\013.png,27.697599958628416,3.0069220066070557
global,end_to_end,1,14,data\raw\mvtec_anomaly_detection\bottle\test\good\014.png,30.237199971452355,3.568521738052368
global,end_to_end,1,15,data\raw\mvtec_anomaly_detection\bottle\test\good\015.png,30.893700080923736,4.474905967712402
global,end_to_end,1,16,data\raw\mvtec_anomaly_detection\bottle\test\good\016.png,28.629500069655478,3.876321792602539
global,end_to_end,1,17,data\raw\mvtec_anomaly_detection\bottle\test\good\017.png,27.982400031760335,3.6931345462799072
global,end_to_end,1,18,data\raw\mvtec_anomaly_detection\bottle\test\good\018.png,27.352700009942055,4.722544193267822
global,end_to_end,1,19,data\raw\mvtec_anomaly_detection\bottle\test\good\019.png,27.66429993789643,4.36047887802124
global,end_to_end,1,20,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\000.png,27.5560999289155,10.836047172546387
global,end_to_end,1,21,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\001.png,27.610599994659424,10.990410804748535
global,end_to_end,1,22,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\002.png,27.562899980694056,13.593603134155273
global,end_to_end,1,23,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\003.png,27.356599923223257,14.632071495056152
global,end_to_end,1,24,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\004.png,28.724999981932342,7.820190906524658
global,end_to_end,1,25,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\005.png,28.09140004683286,5.357264518737793
global,end_to_end,1,26,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\006.png,27.34139992389828,11.094616889953613
global,end_to_end,1,27,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\007.png,27.30889990925789,12.122002601623535
global,end_to_end,1,28,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\008.png,31.845099991187453,12.101669311523438
global,end_to_end,1,29,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\009.png,27.591800084337592,6.992016315460205
global,end_to_end,1,30,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\010.png,27.74299995508045,9.243768692016602
global,end_to_end,1,31,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\011.png,27.823799988254905,7.065302848815918
global,end_to_end,1,32,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\012.png,28.971899999305606,8.313076972961426
global,end_to_end,1,33,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\013.png,28.097499976865947,12.1090087890625
global,end_to_end,1,34,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\014.png,27.979000005871058,7.605071067810059
global,end_to_end,1,35,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\015.png,27.6880000019446,8.56758975982666
global,end_to_end,1,36,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\016.png,27.929099975153804,12.617391586303711
global,end_to_end,1,37,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\017.png,27.795600006356835,11.072625160217285
global,end_to_end,1,38,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\018.png,27.721900027245283,13.511702537536621
global,end_to_end,1,39,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\019.png,27.921300032176077,11.760763168334961
global,end_to_end,1,40,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\000.png,27.75339991785586,4.970334529876709
global,end_to_end,1,41,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\001.png,28.029399923980236,5.714140892028809
global,end_to_end,1,42,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\002.png,27.638799976557493,7.03446626663208
global,end_to_end,1,43,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\003.png,27.939900057390332,10.017215728759766
global,end_to_end,1,44,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\004.png,27.998299920000136,9.319269180297852
global,end_to_end,1,45,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\005.png,28.18569994997233,8.747062683105469
global,end_to_end,1,46,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\006.png,27.87970006465912,8.606796264648438
global,end_to_end,1,47,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\007.png,28.15070003271103,4.218527793884277
global,end_to_end,1,48,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\008.png,27.908199932426214,8.423806190490723
global,end_to_end,1,49,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\009.png,27.974499971605837,5.443728446960449
global,end_to_end,1,50,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\010.png,28.47499994095415,7.249806880950928
global,end_to_end,1,51,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\011.png,28.067799983546138,5.453526020050049
global,end_to_end,1,52,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\012.png,28.42739992775023,10.358548164367676
global,end_to_end,1,53,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\013.png,29.45399994496256,5.407528877258301
global,end_to_end,1,54,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\014.png,28.67530006915331,5.148087501525879
global,end_to_end,1,55,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\015.png,31.24130005016923,6.720308780670166
global,end_to_end,1,56,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\016.png,29.89859995432198,5.688438415527344
global,end_to_end,1,57,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\017.png,28.25839992146939,6.591012001037598
global,end_to_end,1,58,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\018.png,31.088900053873658,7.843886852264404
global,end_to_end,1,59,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\019.png,31.282200012356043,7.604406356811523
global,end_to_end,1,60,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\020.png,32.19070006161928,5.945611000061035
global,end_to_end,1,61,data\raw\mvtec_anomaly_detection\bottle\test\broken_small\021.png,31.687900074757636,5.120784282684326
global,end_to_end,1,62,data\raw\mvtec_anomaly_detection\bottle\test\contamination\000.png,28.03779998794198,11.47176456451416
global,end_to_end,1,63,data\raw\mvtec_anomaly_detection\bottle\test\contamination\001.png,28.824999928474426,7.652297496795654
global,end_to_end,1,64,data\raw\mvtec_anomaly_detection\bottle\test\contamination\002.png,28.038999997079372,7.044689178466797
global,end_to_end,1,65,data\raw\mvtec_anomaly_detection\bottle\test\contamination\003.png,28.071400010958314,4.692803382873535
global,end_to_end,1,66,data\raw\mvtec_anomaly_detection\bottle\test\contamination\004.png,28.232199954800308,5.177973747253418
global,end_to_end,1,67,data\raw\mvtec_anomaly_detection\bottle\test\contamination\005.png,28.760500019416213,13.808260917663574
global,end_to_end,1,68,data\raw\mvtec_anomaly_detection\bottle\test\contamination\006.png,30.929700005799532,13.871113777160645
global,end_to_end,1,69,data\raw\mvtec_anomaly_detection\bottle\test\contamination\007.png,28.988300007767975,12.646900177001953
global,end_to_end,1,70,data\raw\mvtec_anomaly_detection\bottle\test\contamination\008.png,28.065400081686676,13.780007362365723
global,end_to_end,1,71,data\raw\mvtec_anomaly_detection\bottle\test\contamination\009.png,29.053500038571656,10.758851051330566
global,end_to_end,1,72,data\raw\mvtec_anomaly_detection\bottle\test\contamination\010.png,28.5563999786973,14.978758811950684
global,end_to_end,1,73,data\raw\mvtec_anomaly_detection\bottle\test\contamination\011.png,28.51780003402382,11.607461929321289
global,end_to_end,1,74,data\raw\mvtec_anomaly_detection\bottle\test\contamination\012.png,28.9846999803558,14.590177536010742
global,end_to_end,1,75,data\raw\mvtec_anomaly_detection\bottle\test\contamination\013.png,28.801399981603026,11.32228946685791
global,end_to_end,1,76,data\raw\mvtec_anomaly_detection\bottle\test\contamination\014.png,28.69139995891601,6.655354976654053
global,end_to_end,1,77,data\raw\mvtec_anomaly_detection\bottle\test\contamination\015.png,28.563400031998754,11.904013633728027
global,end_to_end,1,78,data\raw\mvtec_anomaly_detection\bottle\test\contamination\016.png,28.37740001268685,9.378034591674805
global,end_to_end,1,79,data\raw\mvtec_anomaly_detection\bottle\test\contamination\017.png,29.026299947872758,12.31865406036377
global,end_to_end,1,80,data\raw\mvtec_anomaly_detection\bottle\test\contamination\018.png,28.326699975878,6.62711238861084
global,end_to_end,1,81,data\raw\mvtec_anomaly_detection\bottle\test\contamination\019.png,28.444700059480965,4.945804595947266
global,end_to_end,1,82,data\raw\mvtec_anomaly_detection\bottle\test\contamination\020.png,28.927300008945167,12.403044700622559
global,end_to_end,2,0,data\raw\mvtec_anomaly_detection\bottle\test\good\000.png,28.614999959245324,4.017113208770752
global,end_to_end,2,1,data\raw\mvtec_anomaly_detection\bottle\test\good\001.png,28.461300069466233,3.3643040657043457
global,end_to_end,2,2,data\raw\mvtec_anomaly_detection\bottle\test\good\002.png,28.709399979561567,4.0550055503845215
global,end_to_end,2,3,data\raw\mvtec_anomaly_detection\bottle\test\good\003.png,28.48819992505014,4.034144878387451
global,end_to_end,2,4,data\raw\mvtec_anomaly_detection\bottle\test\good\004.png,28.80670002195984,3.6270015239715576
global,end_to_end,2,5,data\raw\mvtec_anomaly_detection\bottle\test\good\005.png,28.790900018066168,3.4188554286956787
global,end_to_end,2,6,data\raw\mvtec_anomaly_detection\bottle\test\good\006.png,28.721799957565963,7.60245943069458
global,end_to_end,2,7,data\raw\mvtec_anomaly_detection\bottle\test\good\007.png,31.835799920372665,3.72442626953125
global,end_to_end,2,8,data\raw\mvtec_anomaly_detection\bottle\test\good\008.png,31.54899994842708,4.842831134796143
global,end_to_end,2,9,data\raw\mvtec_anomaly_detection\bottle\test\good\009.png,31.81459999177605,3.334599494934082
global,end_to_end,2,10,data\raw\mvtec_anomaly_detection\bottle\test\good\010.png,32.122000004164875,4.065394401550293
global,end_to_end,2,11,data\raw\mvtec_anomaly_detection\bottle\test\good\011.png,32.64199988916516,3.5150976181030273
global,end_to_end,2,12,data\raw\mvtec_anomaly_detection\bottle\test\good\012.png,29.57099990453571,3.549840211868286
global,end_to_end,2,13,data\raw\mvtec_anomaly_detection\bottle\test\good\013.png,28.570799971930683,3.0069220066070557
global,end_to_end,2,14,data\raw\mvtec_anomaly_detection\bottle\test\good\014.png,28.76219991594553,3.568521738052368
global,end_to_end,2,15,data\raw\mvtec_anomaly_detection\bottle\test\good\015.png,29.757600044831634,4.474905967712402
global,end_to_end,2,16,data\raw\mvtec_anomaly_detection\bottle\test\good\016.png,28.804900008253753,3.876321792602539
global,end_to_end,2,17,data\raw\mvtec_anomaly_detection\bottle\test\good\017.png,28.991600032895803,3.6931345462799072
global,end_to_end,2,18,data\raw\mvtec_anomaly_detection\bottle\test\good\018.png,28.998699970543385,4.722544193267822
global,end_to_end,2,19,data\raw\mvtec_anomaly_detection\bottle\test\good\019.png,37.27400000207126,4.36047887802124
global,end_to_end,2,20,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\000.png,29.20119999907911,10.836047172546387
global,end_to_end,2,21,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\001.png,28.94610003568232,10.990410804748535
global,end_to_end,2,22,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\002.png,29.693400021642447,13.593603134155273
global,end_to_end,2,23,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\003.png,30.39250010624528,14.632071495056152
global,end_to_end,2,24,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\004.png,33.26990001369268,7.820190906524658
global,end_to_end,2,25,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\005.png,32.419399940408766,5.357264518737793
global,end_to_end,2,26,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\006.png,32.037400058470666,11.094616889953613
global,end_to_end,2,27,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\007.png,30.16550000756979,12.122002601623535
global,end_to_end,2,28,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\008.png,29.670100077055395,12.101669311523438
global,end_to_end,2,29,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\009.png,32.41599991451949,6.992016315460205
global,end_to_end,2,30,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\010.png,30.361699988134205,9.243768692016602
global,end_to_end,2,31,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\011.png,29.442699975334108,7.065302848815918
global,end_to_end,2,32,data\raw\mvtec_anomaly_detection\bottle\test\broken_large\012.png,29.31950008496642,8.313076972961426
